id,degree,grnprice,grnmoney
1523,high school,fairly willing,"no, i have not"
1524,graduate,very unwilling,"no, i have not"
1526,high school,fairly unwilling,"no, i have not"
1531,high school,fairly unwilling,"no, i have not"
1535,high school,fairly unwilling,"no, i have not"
1537,bachelor's,fairly willing,"no, i have not"
1538,bachelor's,very unwilling,"no, i have not"
1539,bachelor's,neither willing nor unwilling,"no, i have not"
1541,high school,neither willing nor unwilling,"no, i have not"
1544,high school,neither willing nor unwilling,"no, i have not"
1550,high school,very unwilling,"no, i have not"
1553,bachelor's,fairly willing,"no, i have not"
1554,graduate,fairly willing,"no, i have not"
1559,less than high school,neither willing nor unwilling,"no, i have not"
1560,bachelor's,fairly willing,"no, i have not"
1564,bachelor's,very unwilling,"no, i have not"
1565,high school,fairly unwilling,"no, i have not"
1566,high school,fairly unwilling,"no, i have not"
1568,high school,very unwilling,"no, i have not"
1569,high school,very willing,"yes, i have"
1571,high school,fairly willing,"no, i have not"
1572,bachelor's,fairly willing,"yes, i have"
1573,high school,fairly unwilling,"no, i have not"
1574,high school,neither willing nor unwilling,"no, i have not"
1576,associate/junior college,very unwilling,"no, i have not"
1577,less than high school,fairly willing,"no, i have not"
1580,high school,neither willing nor unwilling,"no, i have not"
1581,bachelor's,fairly willing,"no, i have not"
1582,bachelor's,fairly unwilling,"no, i have not"
1585,graduate,neither willing nor unwilling,"no, i have not"
1592,bachelor's,fairly unwilling,"no, i have not"
1594,bachelor's,fairly unwilling,"yes, i have"
1595,bachelor's,fairly unwilling,"no, i have not"
1607,graduate,fairly unwilling,"no, i have not"
1608,high school,very willing,"no, i have not"
1612,less than high school,fairly unwilling,"no, i have not"
1614,less than high school,fairly unwilling,"no, i have not"
1619,high school,fairly willing,"no, i have not"
1621,high school,neither willing nor unwilling,"no, i have not"
1623,high school,very unwilling,"no, i have not"
1625,bachelor's,fairly unwilling,"no, i have not"
1627,graduate,fairly willing,"yes, i have"
1636,less than high school,neither willing nor unwilling,"no, i have not"
1639,high school,neither willing nor unwilling,"no, i have not"
1641,graduate,fairly willing,"no, i have not"
1643,graduate,very willing,"no, i have not"
1647,high school,neither willing nor unwilling,"no, i have not"
1652,high school,neither willing nor unwilling,"no, i have not"
1653,graduate,fairly unwilling,"no, i have not"
1655,high school,very unwilling,"no, i have not"
1657,high school,neither willing nor unwilling,"no, i have not"
1661,high school,neither willing nor unwilling,"no, i have not"
1667,bachelor's,fairly willing,"yes, i have"
1669,graduate,fairly willing,"yes, i have"
1672,associate/junior college,very unwilling,"no, i have not"
1673,high school,fairly willing,"no, i have not"
1681,graduate,very willing,"yes, i have"
1683,bachelor's,fairly willing,"no, i have not"
1684,bachelor's,very willing,"yes, i have"
1686,bachelor's,fairly unwilling,"no, i have not"
1687,graduate,fairly willing,"no, i have not"
1692,bachelor's,fairly willing,"yes, i have"
1696,high school,neither willing nor unwilling,"yes, i have"
1704,bachelor's,fairly unwilling,"no, i have not"
1707,bachelor's,fairly unwilling,"no, i have not"
1708,associate/junior college,fairly willing,"no, i have not"
1711,less than high school,fairly willing,"no, i have not"
1712,high school,fairly willing,"yes, i have"
1716,graduate,fairly willing,"yes, i have"
1717,bachelor's,fairly unwilling,"no, i have not"
1718,high school,fairly willing,"no, i have not"
1720,associate/junior college,very unwilling,"no, i have not"
1722,bachelor's,fairly unwilling,"no, i have not"
1726,graduate,fairly willing,"yes, i have"
1727,bachelor's,fairly willing,"yes, i have"
1732,high school,very unwilling,"no, i have not"
1734,graduate,fairly willing,"yes, i have"
1736,bachelor's,fairly willing,"no, i have not"
1738,associate/junior college,fairly unwilling,"no, i have not"
1739,less than high school,very unwilling,"no, i have not"
1742,high school,neither willing nor unwilling,"no, i have not"
1743,high school,neither willing nor unwilling,"no, i have not"
1744,associate/junior college,fairly unwilling,"no, i have not"
1745,bachelor's,neither willing nor unwilling,"yes, i have"
1748,bachelor's,fairly willing,"no, i have not"
1750,high school,fairly unwilling,"no, i have not"
1752,high school,very unwilling,"no, i have not"
1755,high school,neither willing nor unwilling,"yes, i have"
1756,bachelor's,fairly unwilling,"no, i have not"
1762,high school,fairly willing,"no, i have not"
1763,high school,neither willing nor unwilling,"no, i have not"
1766,bachelor's,very unwilling,"no, i have not"
1770,high school,fairly willing,"no, i have not"
1773,high school,fairly unwilling,"yes, i have"
1777,high school,neither willing nor unwilling,"no, i have not"
1778,high school,fairly willing,"no, i have not"
1782,high school,fairly unwilling,"no, i have not"
1784,graduate,very willing,"yes, i have"
1785,bachelor's,neither willing nor unwilling,"yes, i have"
1787,bachelor's,fairly unwilling,"no, i have not"
1792,bachelor's,very willing,"no, i have not"
1795,high school,very unwilling,"no, i have not"
1798,bachelor's,fairly unwilling,"no, i have not"
1806,high school,fairly willing,"yes, i have"
1808,high school,very unwilling,"no, i have not"
1809,bachelor's,very willing,"no, i have not"
1812,high school,fairly willing,"yes, i have"
1818,high school,neither willing nor unwilling,"no, i have not"
1820,high school,fairly unwilling,"no, i have not"
1821,high school,fairly willing,"no, i have not"
1822,high school,neither willing nor unwilling,"no, i have not"
1823,high school,neither willing nor unwilling,"no, i have not"
1824,bachelor's,fairly willing,"no, i have not"
1826,high school,fairly willing,"no, i have not"
1827,high school,very unwilling,"no, i have not"
1828,high school,very unwilling,"no, i have not"
1829,bachelor's,very willing,"yes, i have"
1833,high school,neither willing nor unwilling,"no, i have not"
1835,graduate,fairly willing,"yes, i have"
1837,bachelor's,neither willing nor unwilling,"no, i have not"
1838,less than high school,neither willing nor unwilling,"no, i have not"
1839,high school,fairly willing,"yes, i have"
1840,high school,fairly unwilling,"no, i have not"
1841,less than high school,very unwilling,"no, i have not"
1844,associate/junior college,neither willing nor unwilling,"no, i have not"
1845,bachelor's,very willing,"yes, i have"
1850,associate/junior college,very unwilling,"no, i have not"
1852,bachelor's,very willing,"yes, i have"
1853,high school,fairly unwilling,"no, i have not"
1855,high school,very unwilling,"no, i have not"
1856,high school,very willing,"yes, i have"
1857,graduate,very willing,"yes, i have"
1860,bachelor's,neither willing nor unwilling,"yes, i have"
1861,associate/junior college,neither willing nor unwilling,"no, i have not"
1864,graduate,fairly willing,"yes, i have"
1865,high school,fairly willing,"no, i have not"
1869,high school,fairly unwilling,"no, i have not"
1872,high school,neither willing nor unwilling,"no, i have not"
1877,associate/junior college,neither willing nor unwilling,"no, i have not"
1879,high school,fairly unwilling,"no, i have not"
1881,high school,fairly unwilling,"no, i have not"
1883,bachelor's,neither willing nor unwilling,"no, i have not"
1884,bachelor's,fairly willing,"no, i have not"
1887,high school,fairly unwilling,"no, i have not"
1888,high school,fairly willing,"no, i have not"
1889,bachelor's,neither willing nor unwilling,"yes, i have"
1891,graduate,very willing,"yes, i have"
1895,graduate,fairly willing,"yes, i have"
1896,bachelor's,fairly willing,"yes, i have"
1899,bachelor's,very willing,"yes, i have"
1901,high school,very willing,"no, i have not"
1908,bachelor's,fairly unwilling,"yes, i have"
1910,graduate,fairly willing,"no, i have not"
1914,bachelor's,fairly willing,"no, i have not"
1915,high school,fairly unwilling,"no, i have not"
1917,high school,very unwilling,"no, i have not"
1918,graduate,fairly willing,"no, i have not"
1923,graduate,fairly willing,"no, i have not"
1924,bachelor's,neither willing nor unwilling,"yes, i have"
1927,bachelor's,fairly willing,"no, i have not"
1928,high school,very unwilling,"no, i have not"
1930,high school,very willing,"no, i have not"
1933,bachelor's,fairly willing,"yes, i have"
1935,associate/junior college,very willing,"yes, i have"
1936,bachelor's,neither willing nor unwilling,"no, i have not"
1941,bachelor's,fairly unwilling,"no, i have not"
1942,graduate,neither willing nor unwilling,"yes, i have"
1944,high school,fairly willing,"yes, i have"
1949,bachelor's,fairly willing,"no, i have not"
1950,bachelor's,neither willing nor unwilling,"no, i have not"
1954,graduate,very unwilling,"no, i have not"
1957,high school,fairly willing,"no, i have not"
1960,bachelor's,neither willing nor unwilling,"no, i have not"
1961,high school,neither willing nor unwilling,"no, i have not"
1962,graduate,neither willing nor unwilling,"no, i have not"
1964,high school,neither willing nor unwilling,"yes, i have"
1970,graduate,fairly willing,"no, i have not"
1974,high school,fairly willing,"no, i have not"
1978,high school,fairly unwilling,"yes, i have"
1980,bachelor's,fairly unwilling,"no, i have not"
1985,bachelor's,fairly willing,"no, i have not"
1986,bachelor's,fairly willing,"yes, i have"
1988,graduate,fairly willing,"no, i have not"
1990,high school,fairly unwilling,"yes, i have"
1995,high school,neither willing nor unwilling,"no, i have not"
1996,bachelor's,fairly unwilling,"no, i have not"
1998,high school,very willing,"no, i have not"
1999,high school,fairly willing,"no, i have not"
2000,high school,neither willing nor unwilling,"no, i have not"
2003,bachelor's,neither willing nor unwilling,"no, i have not"
2006,associate/junior college,neither willing nor unwilling,"no, i have not"
2008,high school,fairly willing,"no, i have not"
2010,high school,very unwilling,"no, i have not"
2011,high school,very unwilling,"no, i have not"
2019,high school,fairly willing,"no, i have not"
2020,high school,neither willing nor unwilling,"no, i have not"
2023,high school,very unwilling,"no, i have not"
2025,bachelor's,fairly willing,"no, i have not"
2027,bachelor's,fairly willing,"no, i have not"
2028,high school,neither willing nor unwilling,"no, i have not"
2029,bachelor's,fairly unwilling,"no, i have not"
2030,high school,fairly willing,"no, i have not"
2033,graduate,fairly willing,"no, i have not"
2034,graduate,very willing,"yes, i have"
2035,high school,fairly willing,"no, i have not"
2037,high school,very unwilling,"no, i have not"
2038,bachelor's,neither willing nor unwilling,"no, i have not"
2042,bachelor's,very willing,"no, i have not"
2046,high school,neither willing nor unwilling,"no, i have not"
2049,high school,fairly unwilling,"yes, i have"
2051,bachelor's,fairly willing,"no, i have not"
2052,high school,fairly willing,"no, i have not"
2053,high school,fairly willing,"no, i have not"
2056,associate/junior college,neither willing nor unwilling,"no, i have not"
2057,high school,fairly unwilling,"no, i have not"
2058,high school,fairly unwilling,"no, i have not"
2060,less than high school,fairly unwilling,"no, i have not"
2063,high school,fairly unwilling,"no, i have not"
2064,high school,fairly unwilling,"no, i have not"
2065,high school,very willing,"no, i have not"
2067,high school,fairly unwilling,"no, i have not"
2068,bachelor's,fairly unwilling,"no, i have not"
2072,bachelor's,fairly willing,"yes, i have"
2075,high school,neither willing nor unwilling,"no, i have not"
2076,high school,fairly willing,"no, i have not"
2077,bachelor's,fairly willing,"no, i have not"
2078,high school,fairly willing,"no, i have not"
2080,high school,neither willing nor unwilling,"no, i have not"
2089,bachelor's,fairly unwilling,"no, i have not"
2090,less than high school,neither willing nor unwilling,"no, i have not"
2093,high school,neither willing nor unwilling,"no, i have not"
2094,graduate,fairly willing,"no, i have not"
2095,high school,fairly willing,"no, i have not"
2097,graduate,neither willing nor unwilling,"no, i have not"
2099,high school,fairly willing,"no, i have not"
2100,associate/junior college,fairly willing,"no, i have not"
2103,bachelor's,fairly willing,"no, i have not"
2104,less than high school,fairly willing,"no, i have not"
2106,bachelor's,neither willing nor unwilling,"no, i have not"
2108,graduate,fairly unwilling,"no, i have not"
2110,high school,fairly willing,"no, i have not"
2112,associate/junior college,fairly unwilling,"no, i have not"
2118,associate/junior college,fairly unwilling,"no, i have not"
2119,bachelor's,very willing,"yes, i have"
2124,graduate,fairly willing,"no, i have not"
2125,high school,neither willing nor unwilling,"no, i have not"
2135,graduate,neither willing nor unwilling,"yes, i have"
2140,bachelor's,neither willing nor unwilling,"no, i have not"
2142,associate/junior college,fairly unwilling,"no, i have not"
2144,high school,very unwilling,"no, i have not"
2147,high school,fairly willing,"no, i have not"
2151,graduate,neither willing nor unwilling,"yes, i have"
2156,graduate,very unwilling,"no, i have not"
2157,high school,very unwilling,"no, i have not"
2158,high school,fairly unwilling,"no, i have not"
2163,high school,fairly willing,"no, i have not"
2165,high school,very unwilling,"no, i have not"
2170,less than high school,fairly willing,"no, i have not"
2172,bachelor's,fairly willing,"no, i have not"
2176,high school,very willing,"yes, i have"
2177,bachelor's,neither willing nor unwilling,"no, i have not"
2178,bachelor's,fairly willing,"no, i have not"
2179,high school,very unwilling,"no, i have not"
2182,graduate,fairly willing,"no, i have not"
2183,less than high school,neither willing nor unwilling,"no, i have not"
2184,associate/junior college,fairly unwilling,"no, i have not"
2185,high school,neither willing nor unwilling,"no, i have not"
2189,less than high school,very unwilling,"no, i have not"
2190,high school,fairly willing,"no, i have not"
2194,high school,fairly willing,"no, i have not"
2195,graduate,fairly willing,"yes, i have"
2197,associate/junior college,fairly willing,"no, i have not"
2200,high school,fairly unwilling,"no, i have not"
2204,associate/junior college,very unwilling,"yes, i have"
2207,graduate,very unwilling,"no, i have not"
2209,bachelor's,very unwilling,"no, i have not"
2212,graduate,fairly willing,"no, i have not"
2215,graduate,fairly willing,"no, i have not"
2219,high school,neither willing nor unwilling,"no, i have not"
2221,high school,very unwilling,"no, i have not"
2223,high school,fairly willing,"yes, i have"
2229,bachelor's,neither willing nor unwilling,"no, i have not"
2232,associate/junior college,fairly unwilling,"yes, i have"
2233,bachelor's,neither willing nor unwilling,"no, i have not"
2234,bachelor's,neither willing nor unwilling,"no, i have not"
2237,high school,very willing,"no, i have not"
2241,high school,fairly willing,"no, i have not"
2246,graduate,fairly willing,"no, i have not"
2259,graduate,fairly willing,"yes, i have"
2262,graduate,fairly unwilling,"no, i have not"
2264,graduate,fairly unwilling,"yes, i have"
2266,bachelor's,very unwilling,"no, i have not"
2267,bachelor's,neither willing nor unwilling,"no, i have not"
2268,bachelor's,fairly willing,"no, i have not"
2269,associate/junior college,fairly unwilling,"no, i have not"
2270,bachelor's,neither willing nor unwilling,"no, i have not"
2273,high school,fairly willing,"no, i have not"
2278,bachelor's,fairly willing,"no, i have not"
2279,high school,neither willing nor unwilling,"no, i have not"
2290,graduate,very willing,"yes, i have"
2292,associate/junior college,fairly willing,"no, i have not"
2295,high school,fairly willing,"no, i have not"
2304,high school,fairly willing,"no, i have not"
2305,less than high school,neither willing nor unwilling,"no, i have not"
2306,associate/junior college,fairly willing,"no, i have not"
2309,graduate,very willing,"no, i have not"
2312,high school,fairly unwilling,"no, i have not"
2314,graduate,fairly willing,"no, i have not"
2317,high school,fairly willing,"no, i have not"
2319,bachelor's,fairly unwilling,"no, i have not"
2320,graduate,fairly unwilling,"no, i have not"
2321,high school,fairly willing,"no, i have not"
2327,high school,neither willing nor unwilling,"no, i have not"
2328,bachelor's,fairly willing,"yes, i have"
2330,high school,fairly unwilling,"no, i have not"
2335,graduate,fairly unwilling,"no, i have not"
2336,high school,neither willing nor unwilling,"no, i have not"
2342,high school,fairly unwilling,"no, i have not"
2343,bachelor's,neither willing nor unwilling,"no, i have not"
2350,high school,very unwilling,"no, i have not"
2351,less than high school,fairly unwilling,"no, i have not"
2352,less than high school,fairly willing,"no, i have not"
2353,high school,very unwilling,"no, i have not"
2355,high school,fairly unwilling,"no, i have not"
2357,bachelor's,neither willing nor unwilling,"no, i have not"
2364,bachelor's,very unwilling,"no, i have not"
2367,high school,very willing,"yes, i have"
2369,bachelor's,fairly willing,"yes, i have"
2370,graduate,very willing,"no, i have not"
2377,high school,fairly willing,"no, i have not"
2378,high school,fairly willing,"no, i have not"
2380,high school,fairly willing,"no, i have not"
2381,high school,fairly willing,"no, i have not"
2382,high school,fairly unwilling,"no, i have not"
2383,graduate,fairly willing,"no, i have not"
2386,high school,very unwilling,"no, i have not"
2391,bachelor's,fairly willing,"no, i have not"
2394,high school,neither willing nor unwilling,"no, i have not"
2396,less than high school,fairly unwilling,"no, i have not"
2397,graduate,fairly willing,"no, i have not"
2398,bachelor's,fairly willing,"no, i have not"
2399,high school,neither willing nor unwilling,"no, i have not"
2402,less than high school,neither willing nor unwilling,"yes, i have"
2406,associate/junior college,fairly willing,"no, i have not"
2407,high school,neither willing nor unwilling,"no, i have not"
2408,bachelor's,fairly willing,"no, i have not"
2412,high school,fairly willing,"no, i have not"
2417,graduate,fairly willing,"yes, i have"
2421,bachelor's,neither willing nor unwilling,"no, i have not"
2425,high school,fairly willing,"yes, i have"
2426,high school,neither willing nor unwilling,"yes, i have"
2433,bachelor's,fairly willing,"no, i have not"
2434,bachelor's,fairly willing,"no, i have not"
2435,high school,fairly willing,"yes, i have"
2436,bachelor's,fairly willing,"no, i have not"
2437,bachelor's,fairly willing,"yes, i have"
2441,associate/junior college,fairly willing,"yes, i have"
2448,graduate,fairly willing,"no, i have not"
2454,high school,fairly willing,"yes, i have"
2460,high school,neither willing nor unwilling,"no, i have not"
2462,graduate,fairly willing,"no, i have not"
2463,bachelor's,fairly willing,"no, i have not"
2466,high school,fairly willing,"no, i have not"
2467,bachelor's,neither willing nor unwilling,"no, i have not"
2468,bachelor's,neither willing nor unwilling,"no, i have not"
2470,high school,fairly unwilling,"no, i have not"
2474,bachelor's,very unwilling,"no, i have not"
2478,graduate,neither willing nor unwilling,"yes, i have"
2480,high school,neither willing nor unwilling,"no, i have not"
2481,bachelor's,very willing,"yes, i have"
2489,associate/junior college,fairly willing,"no, i have not"
2494,graduate,fairly unwilling,"no, i have not"
2495,high school,neither willing nor unwilling,"no, i have not"
2498,graduate,fairly willing,"yes, i have"
2501,high school,neither willing nor unwilling,"no, i have not"
2502,bachelor's,fairly willing,"no, i have not"
2503,bachelor's,neither willing nor unwilling,"yes, i have"
2504,graduate,fairly willing,"yes, i have"
2515,high school,fairly willing,"no, i have not"
2518,associate/junior college,neither willing nor unwilling,"no, i have not"
2520,bachelor's,fairly willing,"no, i have not"
2521,high school,fairly unwilling,"no, i have not"
2524,bachelor's,neither willing nor unwilling,"no, i have not"
2526,bachelor's,neither willing nor unwilling,"yes, i have"
2528,high school,fairly unwilling,"no, i have not"
2533,high school,very unwilling,"no, i have not"
2536,bachelor's,fairly willing,"yes, i have"
2538,high school,very unwilling,"no, i have not"
2541,bachelor's,very unwilling,"no, i have not"
2543,bachelor's,fairly willing,"no, i have not"
2544,high school,fairly willing,"no, i have not"
2556,graduate,neither willing nor unwilling,"no, i have not"
2557,bachelor's,fairly willing,"no, i have not"
2558,high school,neither willing nor unwilling,"no, i have not"
2560,bachelor's,fairly willing,"no, i have not"
2561,bachelor's,fairly willing,"no, i have not"
2562,less than high school,fairly willing,"no, i have not"
2566,high school,fairly unwilling,"no, i have not"
2567,high school,fairly willing,"no, i have not"
2569,high school,very unwilling,"no, i have not"
2571,bachelor's,fairly willing,"no, i have not"
2575,high school,neither willing nor unwilling,"yes, i have"
2577,graduate,neither willing nor unwilling,"yes, i have"
2579,bachelor's,neither willing nor unwilling,"no, i have not"
2581,associate/junior college,very willing,"no, i have not"
2585,high school,very willing,"no, i have not"
2588,bachelor's,fairly willing,"yes, i have"
2594,bachelor's,fairly willing,"yes, i have"
2597,graduate,very willing,"yes, i have"
2598,bachelor's,fairly willing,"no, i have not"
2599,bachelor's,very willing,"yes, i have"
2608,graduate,fairly willing,"yes, i have"
2610,high school,neither willing nor unwilling,"no, i have not"
2614,high school,fairly willing,"yes, i have"
2617,high school,fairly willing,"yes, i have"
2619,high school,very unwilling,"no, i have not"
2620,high school,very unwilling,"no, i have not"
2623,high school,fairly unwilling,"no, i have not"
2627,high school,very unwilling,"no, i have not"
2629,bachelor's,fairly willing,"no, i have not"
2630,graduate,fairly willing,"yes, i have"
2634,high school,fairly willing,"no, i have not"
2635,high school,fairly willing,"no, i have not"
2639,graduate,very willing,"yes, i have"
2643,high school,neither willing nor unwilling,"yes, i have"
2646,bachelor's,very willing,"no, i have not"
2651,high school,very unwilling,"no, i have not"
2653,high school,very unwilling,"no, i have not"
2655,less than high school,neither willing nor unwilling,"no, i have not"
2658,bachelor's,neither willing nor unwilling,"no, i have not"
2661,high school,neither willing nor unwilling,"no, i have not"
2664,graduate,very willing,"yes, i have"
2665,less than high school,neither willing nor unwilling,"no, i have not"
2668,high school,fairly unwilling,"no, i have not"
2669,high school,neither willing nor unwilling,"no, i have not"
2674,graduate,neither willing nor unwilling,"yes, i have"
2675,graduate,fairly willing,"no, i have not"
2676,high school,fairly unwilling,"no, i have not"
2677,high school,neither willing nor unwilling,"yes, i have"
2679,high school,fairly unwilling,"no, i have not"
2684,high school,fairly willing,"no, i have not"
2686,bachelor's,fairly willing,"no, i have not"
2687,bachelor's,fairly willing,"no, i have not"
2688,high school,fairly willing,"no, i have not"
2692,graduate,fairly willing,"no, i have not"
2697,bachelor's,very willing,"no, i have not"
2701,bachelor's,fairly unwilling,"no, i have not"
2702,high school,neither willing nor unwilling,"no, i have not"
2705,bachelor's,neither willing nor unwilling,"no, i have not"
2709,associate/junior college,fairly willing,"yes, i have"
2712,high school,fairly unwilling,"no, i have not"
2716,associate/junior college,fairly unwilling,"no, i have not"
2717,graduate,fairly willing,"no, i have not"
2719,high school,fairly willing,"yes, i have"
2726,bachelor's,neither willing nor unwilling,"yes, i have"
2729,less than high school,neither willing nor unwilling,"no, i have not"
2733,high school,neither willing nor unwilling,"no, i have not"
2736,less than high school,neither willing nor unwilling,"no, i have not"
2737,graduate,very unwilling,"no, i have not"
2739,high school,neither willing nor unwilling,"no, i have not"
2740,high school,very unwilling,"no, i have not"
2741,bachelor's,neither willing nor unwilling,"yes, i have"
2742,graduate,fairly willing,"yes, i have"
2744,associate/junior college,neither willing nor unwilling,"no, i have not"
2746,high school,neither willing nor unwilling,"no, i have not"
2747,bachelor's,fairly willing,"no, i have not"
2749,graduate,fairly willing,"yes, i have"
2752,high school,neither willing nor unwilling,"no, i have not"
2753,graduate,very willing,"yes, i have"
2756,associate/junior college,fairly willing,"no, i have not"
2757,high school,neither willing nor unwilling,"yes, i have"
2758,less than high school,fairly unwilling,"no, i have not"
2759,graduate,fairly unwilling,"no, i have not"
2761,bachelor's,fairly willing,"yes, i have"
2766,high school,neither willing nor unwilling,"no, i have not"
2769,high school,fairly unwilling,"no, i have not"
2771,bachelor's,fairly willing,"no, i have not"
2773,high school,very unwilling,"no, i have not"
2774,bachelor's,neither willing nor unwilling,"no, i have not"
2775,high school,very unwilling,"no, i have not"
2781,high school,fairly willing,"no, i have not"
2782,bachelor's,very unwilling,"no, i have not"
2783,high school,fairly unwilling,"no, i have not"
2785,bachelor's,very unwilling,"no, i have not"
2787,graduate,neither willing nor unwilling,"yes, i have"
2791,high school,very unwilling,"no, i have not"
2793,high school,fairly willing,"yes, i have"
2794,bachelor's,fairly unwilling,"no, i have not"
2799,bachelor's,fairly unwilling,"yes, i have"
2801,high school,neither willing nor unwilling,"no, i have not"
2804,bachelor's,very willing,"no, i have not"
2806,graduate,fairly willing,"no, i have not"
2807,bachelor's,fairly willing,"yes, i have"
2810,associate/junior college,neither willing nor unwilling,"yes, i have"
2811,graduate,neither willing nor unwilling,"no, i have not"
2814,high school,neither willing nor unwilling,"no, i have not"
2820,high school,fairly willing,"yes, i have"
2822,high school,neither willing nor unwilling,"yes, i have"
2823,associate/junior college,very unwilling,"no, i have not"
2824,graduate,fairly willing,"no, i have not"
2827,bachelor's,very willing,"yes, i have"
2829,high school,very unwilling,"no, i have not"
2835,bachelor's,fairly unwilling,"no, i have not"
2836,high school,fairly willing,"no, i have not"
2837,high school,fairly unwilling,"no, i have not"
2839,associate/junior college,fairly unwilling,"no, i have not"
2843,graduate,neither willing nor unwilling,"yes, i have"
2844,bachelor's,fairly unwilling,"no, i have not"
2847,bachelor's,fairly willing,"yes, i have"
2849,graduate,fairly willing,"yes, i have"
2853,associate/junior college,fairly willing,"yes, i have"
2859,high school,very unwilling,"no, i have not"
2860,high school,neither willing nor unwilling,"no, i have not"
2862,graduate,neither willing nor unwilling,"yes, i have"
2864,bachelor's,neither willing nor unwilling,"no, i have not"
2867,bachelor's,fairly willing,"yes, i have"
2869,bachelor's,fairly willing,"yes, i have"
2870,graduate,fairly willing,"no, i have not"
2872,associate/junior college,fairly willing,"yes, i have"
2873,graduate,fairly willing,"no, i have not"
2874,graduate,fairly willing,"no, i have not"
2875,graduate,fairly unwilling,"no, i have not"
2876,high school,fairly unwilling,"no, i have not"
2877,high school,fairly willing,"no, i have not"
2880,high school,fairly willing,"yes, i have"
2884,bachelor's,fairly willing,"yes, i have"
2886,bachelor's,fairly unwilling,"no, i have not"
2889,high school,fairly willing,"no, i have not"
2892,associate/junior college,fairly unwilling,"yes, i have"
2897,associate/junior college,neither willing nor unwilling,"no, i have not"
2901,graduate,fairly willing,"no, i have not"
2902,graduate,fairly willing,"yes, i have"
2903,high school,very willing,"no, i have not"
2908,bachelor's,fairly willing,"no, i have not"
2910,graduate,neither willing nor unwilling,"no, i have not"
2913,less than high school,fairly unwilling,"no, i have not"
2918,high school,fairly willing,"no, i have not"
2920,bachelor's,fairly willing,"yes, i have"
2925,high school,neither willing nor unwilling,"yes, i have"
2927,bachelor's,very unwilling,"no, i have not"
2929,high school,neither willing nor unwilling,"no, i have not"
2934,high school,neither willing nor unwilling,"no, i have not"
2941,high school,very unwilling,"no, i have not"
2942,graduate,very willing,"yes, i have"
2944,graduate,fairly unwilling,"yes, i have"
2945,high school,very unwilling,"no, i have not"
2949,bachelor's,fairly willing,"no, i have not"
2955,high school,fairly willing,"no, i have not"
2959,high school,very unwilling,"no, i have not"
2966,high school,very unwilling,"no, i have not"
2967,high school,fairly unwilling,"no, i have not"
2970,high school,neither willing nor unwilling,"no, i have not"
2972,graduate,fairly unwilling,"no, i have not"
2973,high school,fairly unwilling,"no, i have not"
2978,bachelor's,neither willing nor unwilling,"yes, i have"
2979,associate/junior college,fairly willing,"no, i have not"
2984,bachelor's,fairly willing,"yes, i have"
2985,high school,fairly unwilling,"no, i have not"
2986,bachelor's,fairly willing,"yes, i have"
2987,high school,fairly unwilling,"no, i have not"
2988,associate/junior college,fairly unwilling,"no, i have not"
2989,high school,neither willing nor unwilling,"no, i have not"
2992,high school,fairly unwilling,"no, i have not"
2994,associate/junior college,fairly willing,"yes, i have"
2996,high school,very unwilling,"no, i have not"
2998,high school,very unwilling,"no, i have not"
3001,graduate,neither willing nor unwilling,"yes, i have"
3002,graduate,fairly willing,"no, i have not"
3005,bachelor's,fairly willing,"no, i have not"
3009,high school,fairly unwilling,"no, i have not"
3012,bachelor's,neither willing nor unwilling,"no, i have not"
3013,high school,fairly unwilling,"no, i have not"
3019,graduate,fairly willing,"no, i have not"
3020,graduate,very willing,"yes, i have"
3021,high school,fairly unwilling,"no, i have not"
3023,associate/junior college,very unwilling,"no, i have not"
3026,less than high school,very unwilling,"no, i have not"
3027,less than high school,fairly willing,"no, i have not"
3028,associate/junior college,fairly unwilling,"yes, i have"
3029,bachelor's,fairly willing,"no, i have not"
3031,bachelor's,fairly willing,"no, i have not"
3033,graduate,fairly willing,"yes, i have"
3034,graduate,neither willing nor unwilling,"no, i have not"
3035,associate/junior college,very unwilling,"no, i have not"
3036,bachelor's,neither willing nor unwilling,"no, i have not"
3037,less than high school,very unwilling,"yes, i have"
3043,bachelor's,fairly willing,"no, i have not"
3047,bachelor's,fairly willing,"no, i have not"
3050,graduate,very willing,"yes, i have"
3055,high school,fairly willing,"no, i have not"
3057,high school,fairly willing,"no, i have not"
3063,bachelor's,neither willing nor unwilling,"no, i have not"
3065,high school,fairly unwilling,"no, i have not"
3067,high school,fairly unwilling,"no, i have not"
3070,bachelor's,neither willing nor unwilling,"yes, i have"
3072,bachelor's,fairly willing,"no, i have not"
3073,high school,fairly willing,"no, i have not"
3075,bachelor's,fairly willing,"no, i have not"
3078,high school,fairly willing,"no, i have not"
3083,graduate,neither willing nor unwilling,"no, i have not"
3084,bachelor's,neither willing nor unwilling,"no, i have not"
3088,high school,fairly unwilling,"no, i have not"
3090,associate/junior college,fairly willing,"no, i have not"
3091,graduate,fairly unwilling,"no, i have not"
3092,bachelor's,fairly willing,"no, i have not"
3094,high school,neither willing nor unwilling,"no, i have not"
3095,less than high school,neither willing nor unwilling,"no, i have not"
3097,associate/junior college,very unwilling,"no, i have not"
3100,bachelor's,fairly willing,"no, i have not"
3104,graduate,fairly willing,"no, i have not"
